reader_well,plate_number,well_position,design_id,design_index,scaffold,parent,source_well,ori_family,rate_abs_per_min,fit_intercept_abs,fit_r2,fit_residual_sd,fit_n_points,fit_first_min,fit_last_min,fit_segmented,initial_abs,final_abs,max_abs,max_abs_in_window,n_drop_artifacts,first_drop_min,largest_drop_abs,flag_optical_artifact,flag_above_linear_range,flag_saturated_in_window,qc_pass,rate_corrected_abs_per_min,robust_z,fold_over_background,is_hit,activity_rank
G23,2,E12,ZAPP_i3_AR_pte_0156,156,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_20__15_1_FS125_chisel_227_af3i2_idx_3_model_aligned_chiseli2_273,P2E12,ORI_02_C6_i_9_model_1,0.00012030075636609951,0.18041052631761306,0.16410258305455905,0.0011005205510920997,19,2.09999952,14.69999952,False,0.18,0.195,0.197,0.184,0,,-0.0030000000000000027,False,False,False,True,-0.0002531328193596724,-1.1546366951611386,0.3221476701239137,False,181
A13,1,A7,ZAPP_i3_AR_pte_0007,7,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_1_model_aligned_chiseli2_071,P1A7,ORI_05_C9_i_14_model_2,0.00011027568609945525,0.13249473690456043,0.7333333217844518,0.0002695407611636771,19,2.09999952,14.69999952,False,0.133,0.141,0.141,0.134,0,,-0.0010000000000000009,False,False,False,True,-0.00026315788962631665,-1.2003649181182303,0.2953020115696168,False,182
C4,1,F2,ZAPP_i3_AR_pte_0062,62,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__7_1_FS232_chisel_498_af3i2_idx_4_model_aligned_chiseli2_429,P1F2,ORI_05_C9_i_14_model_2,0.00010776942301015482,0.15483157898737168,0.4221461316892171,0.000511074460877797,19,2.09999952,14.69999952,False,0.154,0.167,0.167,0.157,0,,-0.0010000000000000009,False,False,False,True,-0.0002656641527156171,-1.2117969534345299,0.2885906089207535,False,183
B22,1,D11,ZAPP_i3_AR_pte_0047,47,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_199_af3i2_idx_4_model_aligned_chiseli2_400,P1D11,ORI_05_C9_i_14_model_2,0.00010776942111066517,0.16451578952964319,0.7003787847044862,0.0002857106015191766,19,2.09999952,14.69999952,False,0.164,0.177,0.177,0.166,0,,-0.0010000000000000009,False,False,False,True,-0.0002656641546151067,-1.2117969620988367,0.28859060383420054,False,184
E13,2,A7,ZAPP_i3_AR_pte_0103,103,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_20__6_1_FS150_chisel_072,P2A7,ORI_06_C1_i_5_model_5,9.774436224093296e-05,0.15949473686296176,0.6500000443909624,0.0002907234306333263,19,2.09999952,14.69999952,False,0.159,0.168,0.168,0.161,0,,-0.0010000000000000009,False,False,False,True,-0.00027568921348483893,-1.2575251330702044,0.261744975799152,False,185
H3,2,G2,ZAPP_i3_AR_pte_0170,170,8,ZAPP_p1D1_rotP_0_ORI_01_C11_i_38_model_5__eV2_T0_10__2_1_FS021_chisel_257_af3i2_idx_3_model_aligned_chiseli2_207,P2G2,ORI_01_C11_i_38_model_5,7.268170204156987e-05,0.17570526320040528,0.01340025466929251,0.0025278428910500616,19,2.09999952,14.69999952,False,0.175,0.182,0.183,0.18,0,,-0.008000000000000007,False,False,False,True,-0.00030075187368420206,-1.3718456199108353,0.1946308708324158,False,186
A24,1,B12,ZAPP_i3_AR_pte_0024,24,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__3_1_FS232_chisel_223_chiseli2_249,P1B12,ORI_05_C9_i_14_model_2,2.5062657757168666e-05,0.1725263157883341,0.012820514486212131,0.0008914222577376202,19,2.09999952,14.69999952,False,0.175,0.178,0.178,0.174,0,,-0.0020000000000000018,False,False,False,True,-0.00034837091796860323,-1.5890544988636228,0.06711409842689998,False,187
B23,1,C12,ZAPP_i3_AR_pte_0036,36,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_1_model_aligned_chiseli2_258,P1C12,ORI_05_C9_i_14_model_2,-0.0007067668787969965,0.22867368365504087,0.6237176046248667,0.002225103177309496,19,2.09999952,14.69999952,False,0.225,0.228,0.23,0.227,0,,-0.0050000000000000044,False,False,False,True,-0.0010802004545227683,-4.927212070235535,-1.8926173883089863,False,188
D5,1,G3,ZAPP_i3_AR_pte_0075,75,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_050_af3i2_idx_3_model_aligned_chiseli2_478,P1G3,ORI_05_C9_i_14_model_2,-0.001328320783794062,0.4351052625686744,0.8396102456578947,0.002353224874042353,19,2.09999952,14.69999952,False,0.437,0.43,0.442,0.434,0,,-0.009000000000000008,False,False,False,True,-0.0017017543595198338,-7.762359833949997,-3.557047009531634,False,189
B10,1,D5,ZAPP_i3_AR_pte_0041,41,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_4_model_aligned_chiseli2_260,P1D5,ORI_05_C9_i_14_model_2,-0.0014010025159560463,0.5468210522528598,0.4213946882216527,0.006654211659288932,19,2.09999952,14.69999952,False,0.56,0.565,0.58,0.549,12,4.19999904,-0.019000000000000017,True,False,False,False,-0.0017744360916818183,-8.093889325994482,-3.7516779610220743,False,190
C10,1,F5,ZAPP_i3_AR_pte_0065,65,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_3_model_aligned_chiseli2_151,P1F5,ORI_05_C9_i_14_model_2,-0.0017974881326271515,0.4996428556308655,0.4472045595436671,0.005690265647726306,13,6.299999999999999,14.69999952,True,0.498,0.231,0.515,0.508,12,6.299999999999999,-0.30200000000000005,True,False,False,False,-0.0021709217083529233,-9.902413575319793,-4.813407924377756,False,191
B12,1,D6,ZAPP_i3_AR_pte_0042,42,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__6_1_FS232_chisel_262_chiseli2_170,P1D6,ORI_05_C9_i_14_model_2,-0.0028885399960666774,0.7836373614131623,0.7926206809726901,0.00420693500825736,13,6.299999999999999,14.69999952,True,0.798,0.821,0.831,0.783,15,1.39999968,-0.031000000000000028,True,False,False,False,-0.0032619735717924494,-14.879123118704728,-7.735083784185101,False,192
